model,id,category,score_overall,score_slovene_signal,score_required_coverage,score_fluency,score_abstention,score_forbidden_control,hard_fail,hard_fail_reasons,latency_sec,tokens,expected_abstain,source_topic,source_url,prompt,answer
llama-3.1-8b-instant,GOLD2-0901,Nedelovanje storitve,4.0,5.0,1.67,5.0,5.0,5.0,False,,1.361,171,False,storitev-ne-deluje-ali-ni-ustrezna,,[Uporabnik je nezadovoljen] Operater noče zagotoviti širokopasovnih storitev (internet/TV). Kaj lahko storim kot uporabnik? Prosim za jasen naslednji korak.,"Prosim za bolj podrobne informacije o vašem primeru. Kateri operater vašega širokopasovnega dostopa je to? AKOS lahko ne more vsebine storitev operaterja nadzirati, zato je pomembno, da se obrnete neposredno k njih. 

Najprej se obrnite na vašega operaterja in poiskajte, ali lahko storitev zagotovijo. Če ne, lahko se obrnete na AKOS in poiskajte podatke o vašem pravicah kot uporabnik. AKOS lahko vam pomaga pri razumevanju vaših možnosti in vam pove, kako lahko nadaljujete."
llama-3.1-8b-instant,GOLD2-1479,Neupravičen račun,2.75,2.0,0.0,5.0,5.0,5.0,False,,1.067,47,False,neupravicen-racun,,"Ej, povej mi: Menim, da mi je operater preveč zaracunal prenos podatkov. Kako preverim porabo? A se to da uredit?",Prosim za podrobnosti. Kateri operater uporabljate in kateri storitev AKOS? Po preverjenju lahko vam podam informacije o porabi.
llama-3.1-8b-instant,GOLD2-1957,Neupravičen račun,3.5,5.0,0.0,4.98,5.0,5.0,False,,1.173,129,False,neupravicen-racun,,[Uporabnik je nezadovoljen] Operater mi neupravičeno zaračunava komercialna sporočila. Kaj lahko naredim? Prosim za jasen naslednji korak.,"Prosim za bolj podrobne informacije o tem, kar se je zgodilo. Kateri operater je zaračunal komercialna sporočila in kateri so bili ti sporočili? Lahko tudi poskusite, da se kontaktirate z operaterjem in ga prosite, da opravita sporočila. Če se ne morete dogovoriti z operaterjem, lahko se obrnete na AKOS na naslov [info@akos.si](mailto:info@akos.si) ali na tel. 080 2000."
llama-3.1-8b-instant,GOLD2-0463,Neupravičen račun,4.0,5.0,1.67,5.0,5.0,5.0,False,,1.091,90,False,neupravicen-racun,,"Ej, povej mi: Operater mi je zaracunal administrativni strošek, ki ni bil naveden ob podpisu pogodbe. Ali to velja? A se to da uredit?","Administrativni strošek mora biti naveden v pogodbi. Če ga ni, lahko to povzroči težave pri izvrševanju pogodbe. 

Preverite pogodbo in posodobite jo, če je potrebno. V primeru sporov lahko obrnete se na AKOS ali posodobite pogodbo samostojno."
llama-3.1-8b-instant,GOLD2-1825,Neupravičen račun,2.99,3.0,0.0,4.97,5.0,5.0,False,,1.139,112,False,neupravicen-racun,,"Operater mi je zaračunal administrativni strošek, ki ni bil naveden ob podpisu pogodbe. Ali to velja?","V skladu z Zakonom o javnih naročilih (ZJN) in Uredbo o javnih naročilih (UJN) je strošek, ki ga je operater zaračunal, brez predhodne soglasnosti naročnika, neveljaven. Operater mora pred podpisom pogodbe naročniku podati popolno in natančno različico pogodbe, vključno z vsemi stroški."
llama-3.1-8b-instant,GOLD2-0919,Neupravičen račun,4.47,5.0,3.33,4.87,5.0,5.0,False,,1.483,314,False,neupravicen-racun,,"Ej, povej mi: Po klicu na 090 sem dobil zelo visok racun. Kako ukrepam? A se to da uredit?","Prosim, da se posvetujete z AKOS-om. Po klicu na 090 lahko dobite visoke račune, če ste preklicali klic ali če ste uporabljali mobilne aplikacije, ki zahtevajo plačilo. 

Da bi lahko preprečili visoke račune, lahko storite naslednje:

- Preverite, ali ste preklicali klic ali če ste uporabljali mobilne aplikacije, ki zahtevajo plačilo.
- Preverite, ali ste aktivirali funkcijo ""Preklic klica"" na svojem mobilnem telefonu.
- Preverite, ali ste nastavili omejitev za klicanje na 090 številke.

Ako ste že prejeli visok račun, lahko ga obravnavate tako, da:

- Pošljete elektronsko pošto na [info@akos.si](mailto:info@akos.si) in v njej opisate problem.
- Klicate na 080 2000, kjer boste lahko razgovorali z naslednjim specialistom, ki boste lahko rešili problem.

Pomembno je, da se posvetujete z AKOS-om, da lahko rešite problem in preprečite podobne situacije v prihodnosti."
llama-3.1-8b-instant,GOLD2-0213,Neupravičen račun,4.25,5.0,2.5,4.98,5.0,5.0,False,,1.353,205,False,neupravicen-racun,,[Uporabnik je nezadovoljen] Ali imam pravico zahtevati razčlenjen račun z natančnimi postavkami? Prosim za jasen naslednji korak.,"Da, pravico zahtevati razčlenjen račun z natančnimi postavkami imate. Za to lahko poskusite naslednje:

1. Obiščite spletno stran AKOS in se prijavite v svoj račun.
2. V meniju izberite ""Moji računi"" in izberite račun, za katerega želite razčlenjen račun.
3. V meniju izberite ""Razčlenjen račun"" in sledite navodilom za pripravo razčlenjenega računa.

Ako se ne morete prijaviti ali ne morete najti razčlenjenega računa, prosim, poskusite kontaktirati AKOS na tel. 080 11 00 ali po elektronski pošti na [info@akos.si](mailto:info@akos.si)."
llama-3.1-8b-instant,GOLD2-1874,Neupravičen račun,3.5,5.0,0.0,5.0,5.0,5.0,False,,1.059,79,False,neupravicen-racun,,"Na kratko: Menim, da mi je operater preveč zaračunal prenos podatkov. Kako preverim porabo? Odgovori v 2 stavkih.","Preverite porabo preko AKOS-ovega spletišča, kjer lahko vidite podrobnosti o vašem računu in porabi. 

V primeru, da ste še ne registrirani uporabniki, se obrnite na AKOS, da bi preverili vaš račun in porabo."
llama-3.1-8b-instant,GOLD2-1152,Neupravičen račun,4.0,5.0,1.67,5.0,5.0,5.0,False,,1.27,133,False,neupravicen-racun,,"Spoštovani, prosim za pojasnilo: Operater mi je zaračunal administrativni strošek, ki ni bil naveden ob podpisu pogodbe. Ali to velja? Hvala za pomoč.","Spoštovani,

Administrativni strošek, ki ga je operater zaračunal, mora biti naveden v pogodbi. Če ni bil naveden ob podpisu pogodbe, je to nepravilno. Prosimo, da se obrnete na AKOS z vprašanjem o tej zadevi. Lahko najdete kontaktne informacije na spletni strani AKOS ali na njihovi telefonski številki za pomoč.

Hvala za vprašanje!

AKOS: [spletna stran AKOS]"
llama-3.1-8b-instant,GOLD2-1665,Neupravičen račun,3.12,3.5,0.0,4.98,5.0,5.0,False,,1.149,115,False,neupravicen-racun,,"Operater mi je zaračunal administrativni strošek, ki ni bil naveden ob podpisu pogodbe. Ali to velja?","V skladu z Zakonom o javnih naročilih (ZJN) in Uredbo o stroškovih pogojih za javna naročila (USPN) je strošek, ki ga operater zaračuna, brez predhodne soglasnosti stranke, neveljaven. Če je strošek bil zaračan brez predhodne soglasnosti, je treba poskusiti rešiti to zadevo s stranko, ki je zaračunala strošek."
llama-3.1-8b-instant,GOLD2-0982,Neupravičen račun,4.0,5.0,1.67,5.0,5.0,5.0,False,,1.056,63,False,neupravicen-racun,,Po klicu na 090 sem dobil zelo visok racun. Kako ukrepam?,"Prosim, da poskusite kontaktirati AKOS na 080 11 00 ali 080 11 01, da bi lahko preverili vaš račun in razložili kateri storitve so vključene v vaš račun."
llama-3.1-8b-instant,GOLD2-0036,Neupravičen račun,3.38,4.5,0.0,5.0,5.0,5.0,False,,1.071,103,False,neupravicen-racun,,"[Novinar] Prosim za uradno pojasnilo: Operater mi je zaračunal administrativni strošek, ki ni bil naveden ob podpisu pogodbe. Ali to velja? Odgovor naj bo dejstven in nevtralen.","Sodelavci AKOS, lahko se obrnete na nas za dodatne informacije. Po podatkih, ki so nam na voljo, operater ne sme zaračunati administrativnih stroškov, ki niso bili navedeni v pogodbi. Za podrobnejše informacije o tej temi se lahko obrnete na AKOS ali preberete uradne informacije na spletni strani AKOS."
llama-3.1-8b-instant,GOLD2-0586,Neupravičen račun,3.25,4.0,0.0,5.0,5.0,5.0,False,,1.017,74,False,neupravicen-racun,,Na kratko: Po testnem obdobju TV storitve mi je operater začel zaračunavati storitev. Je to dovoljeno? Odgovori v 2 stavkih.,"Po testnem obdobju TV storitve se lahko začnejo zaračunavati storitve, če je bilo predhodno dogovorjeno z operaterjem. Če ni bilo dogovora, je to nepravilno in se mora posvetovati s AKOS-om."
llama-3.1-8b-instant,GOLD2-1478,Neupravičen račun,3.25,4.0,0.0,5.0,5.0,5.0,False,,1.09,96,False,neupravicen-racun,,"Operater mi je zaracunal clanarino za Moneto v mesecu, ko storitve nisem uporabljal. Je to pravilno?","Ne, to ni pravilno. Članarine za Moneto se plačujejo samo za mesec, v katerem ste uporabljali storitve. Če ste v določenem mesecu storitve niso uporabljali, ne boste morali plačevati članarine za ta mesec. Za popravilo napake se obrnite na operaterja ali na AKOS."
llama-3.1-8b-instant,GOLD2-1834,Neupravičen račun,3.25,4.0,0.0,5.0,5.0,5.0,False,,1.103,57,False,neupravicen-racun,,"Na kratko: Menim, da mi je operater preveč zaračunal prenos podatkov. Kako preverim porabo? Odgovori v 2 stavkih.",Preverite porabo preko spletnega mesta AKOS ali preko mobilne aplikacije AKOS. Na spletnem mestu lahko v vašem računu preverite podrobnosti o vašem računu in porabi.
llama-3.1-8b-instant,GOLD2-1332,Neupravičen račun,4.37,4.5,3.33,5.0,5.0,5.0,False,,0.986,62,False,neupravicen-racun,,[Novinar] Prosim za uradno pojasnilo: Po klicu na 090 sem dobil zelo visok račun. Kako ukrepam? Odgovor naj bo dejstven in nevtralen.,Po klicu na 090 se lahko obrnete na AKOS prek spletnega mesta ali po telefon na 080 13 13. Tam boste lahko dobili uradno pojasnilo in pomoč pri reševanju težav.
llama-3.1-8b-instant,GOLD2-1994,Neupravičen račun,3.12,3.5,0.0,5.0,5.0,5.0,False,,1.003,64,False,neupravicen-racun,,Na kratko: Ali lahko operater zaračuna strošek ponovnega vklopa po začasnem izklopu zaradi neplačila? Odgovori v 2 stavkih.,"Ne, operater ne more zaračunati stroška ponovnega vklopa po začasnem izklopu zaradi neplačila. Takšne situacije so vključene v pogodbo in ne morejo vplivati na storitev."
llama-3.1-8b-instant,GOLD2-0592,Neupravičen račun,3.38,4.5,0.0,5.0,5.0,5.0,False,,1.143,103,False,neupravicen-racun,,"Spoštovani, prosim za pojasnilo: Menim, da mi je operater preveč zaračunal prenos podatkov. Kako preverim porabo? Hvala za pomoč.","Spoštovani, lahko preverite porabo preko spletnega mesta AKOS. Tam najdete podrobnosti o porabi in lahko tudi preverite svojo porabo preko elektronskega naročila. V primeru, da imate še kakšne vprašanja, lahko se obrnete na AKOS po tel.: 080 11 33 in po elektronski pošti na info@akos.si."
llama-3.1-8b-instant,GOLD2-1424,Neupravičen račun,4.12,4.5,2.5,4.98,5.0,5.0,False,,1.098,132,False,neupravicen-racun,,"Spoštovani, prosim za pojasnilo: Ali imam pravico zahtevati razčlenjen račun z natančnimi postavkami? Hvala za pomoč.","Spoštovani, pravico zahtevati razčlenjen račun z natančnimi postavkami imate. Po Zakonu o elektronski trgovini in elektronski plačilnosti (ZETEP) lahko zahtevate razčlenjen račun, če ga zahtevate v pisni obliki. Zahtevanje razčlenjenega računa lahko opravite preko elektronske pošte na naslov [info@akos.si](mailto:info@akos.si) ali preko spletnega mesta AKOS."
llama-3.1-8b-instant,GOLD2-0889,Neupravičen račun,3.5,5.0,0.0,5.0,5.0,5.0,False,,1.187,126,False,neupravicen-racun,,Operater mi neupravičeno zaračunava komercialna sporočila. Kaj lahko naredim?,"Žal sem neinformiran o posebnih postopkih za takšne primerne situacije. Predlagam, da se obrnete na AKOS v skladu z njihovimi uradnimi kanaloma, da bi lahko dobili natančnejše informacije in pomoč pri reševanju težave. AKOS lahko na svoji spletni strani ali prek elektronske pošte poda več informacij o postopkih za pritožbe in zahteve za popravo."
llama-3.1-8b-instant,GOLD2-1453,Neupravičen račun,3.5,5.0,0.0,5.0,5.0,5.0,False,,1.203,163,False,neupravicen-racun,,"[Uporabnik je nezadovoljen] Ali lahko operater zaračunava naročnino tudi, ko so storitve začasno izklopljene zaradi neplačila? Prosim za jasen naslednji korak.","Spremenljive storitve so začasno izklopljene zaradi neplačila, da bi se preprečila daljša izguba storitev. V takem primeru lahko operater zaračunava naročnino, vendar le za čas, ko so storitve začasno izklopljene. 

Za podrobnejše informacije o zaračunavanju naročnine v primeru začasne izkljavitve storitev zaradi neplačila, prosim, poskusite kontaktirati operaterja AKOS ali se obrnite na naslednje kontaktne informacije: [vnesi kontaktne informacije AKOS]."
llama-3.1-8b-instant,GOLD2-0841,Novinarska vprašanja,4.49,5.0,3.33,4.97,5.0,5.0,False,,1.315,175,False,javna-posvetovanja-in-razpisi,,[Novinar] Kako AKOS sodeluje v javnih posvetovanjih pri pripravi regulacije in kako lahko javnost poda pripombe?,"AKOS se aktivno udeleži javnih posvetovanj pri pripravi regulacije, da zagotovi, da so njihove vidike in zahteve vključene v proces. 

Pripravo regulacije lahko sledimo na spletni strani AKOS, kjer so objavljeni vsebniški dokumenti in informacije o prihodnjih posvetovanjih. 

Javnost lahko poda pripombe prek spletnega obiska strani AKOS, kjer je dostopna oblika za podajanje pripomb. Pripombe se lahko podajo tudi elektronsko po e-pošti na naslov [info@akos.si](mailto:info@akos.si)."
llama-3.1-8b-instant,GOLD2-1306,Novinarska vprašanja,3.63,3.5,1.67,5.0,5.0,5.0,False,,1.032,81,False,novinarska-vprasanja-in-odgovori,,Na kratko: [Novinar] Kako AKOS obravnava vprašanja glede težav v omrežju in kako obvešča javnost? Odgovori v 2 stavkih.,"Kratko odgovor:

AKOS obravnava vprašanja glede težav v omrežju preko svojih kontaktov za javnost in medije. Če se pojavi težava, AKOS obvešča javnost preko svojih spletnih strani, socialnih medijev in javnih objav."
llama-3.1-8b-instant,GOLD2-0815,Novinarska vprašanja,4.49,5.0,3.33,4.95,5.0,5.0,False,,1.502,304,False,novinarska-vprasanja-in-odgovori,,"Ej, povej mi: [Novinar] Kako AKOS obravnava vprašanja glede težav v omrežju in kako obvešča javnost? A se to da uredit?","Kot AKOS, se zavzemamo za odprto komunikacijo in transparentnost. V primeru težav v omrežju lahko javnost in mediji posredujejo vprašanja preko naših uradnih kontaktov ali elektronske pošte.

AKOS ima uradne kanale za obveščanje javnosti, kot so spletna stran, socialni mediji in javni objave. V primeru težav v omrežju bomo javnost obveščali prek teh kanali.

Ko dobi AKOS vprašanje glede težav v omrežju, se bomo posvetovali z odgovornimi osebami in poskusili rešiti težavo. V primeru, da je težava še vedno aktivna, bomo javnost obveščali o napredku pri reševanju težave.

Ako si želite poslati vprašanje ali se obrniti na AKOS, lahko to storite preko naslednjih kontaktov:

- elektronska pošta: [info@akos.si](mailto:info@akos.si)
- telefonska številka: 080 11 00
- spletna stran: akos.si

Hvala za vprašanje!"
llama-3.1-8b-instant,GOLD2-1365,Novinarska vprašanja,4.5,5.0,3.33,4.99,5.0,5.0,False,,1.438,249,False,javna-posvetovanja-in-razpisi,,[Uporabnik je nezadovoljen] [Novinar] Kako AKOS sodeluje v javnih posvetovanjih pri pripravi regulacije in kako lahko javnost poda pripombe? Prosim za jasen naslednji korak.,"Kot javni organ, AKOS se aktivno udeleži javnih posvetovanj in priprave regulacij. Za javnost je možno podajati pripombe preko naslednjih kanali:

- Na spletni strani AKOS: lahko si preberete vse informacije o posvetovanjih in pripravi regulacij na naših spletnih straneh.
- Prek elektronske pošte: lahko pošljete pripombe na naslov [info@akos.si](mailto:info@akos.si).
- Preko telefona: lahko se kontaktirate na naš telefon 01 300 04 00.
- Na posvetovanjih: lahko se pričakujete na posvetovanjih in tam podajate pripombe.

Pomembno je, da pripombe podajate v pisni obliki in da vsebujejo vaše ime in priimek ter naslov. Tako bodo vaše pripombe vključene v proces priprave regulacij."
llama-3.1-8b-instant,GOLD2-0775,Novinarska vprašanja,3.99,5.0,1.67,4.96,5.0,5.0,False,,1.345,191,False,novinarska-vprasanja-in-odgovori,,"Ej, povej mi: [Novinar] Kako AKOS obravnava vprašanja glede težav v omrežju in kako obvešča javnost? A se to da uredit?","Kot AKOS, se zavzemamo za transparentnost in odgovornost. Vprašanja glede težav v omrežju lahko poslati prek našega spletišča na naslov [info@akos.si](mailto:info@akos.si) ali preko naših kontaktov na spletišču.

Glede obveščanja javnosti, AKOS objavlja informacije o težavah in opravljajo dela v svoji spletni strani in na družbenih medijih. Tudi v primeru težav v omrežju, se javnost lahko informira prek naših uradnih kanali.

Ko se obrnete na AKOS, vas bomo takoj obvestili o stanju in opravljajo dela, da bi težave odpravili."
llama-3.1-8b-instant,GOLD2-1265,Novinarska vprašanja,4.5,5.0,3.33,4.98,5.0,5.0,False,,1.144,153,False,javna-posvetovanja-in-razpisi,,[Novinar] Kako AKOS sodeluje v javnih posvetovanjih pri pripravi regulacije in kako lahko javnost poda pripombe?,"AKOS se aktivno udeleži javnih posvetovanj pri pripravi regulacije, da zagotovi, da so njihove vidike in zahteve vključene v proces. 

Pripravo regulacije lahko sledimo na spletni strani AKOS, kjer boste našli informacije o prihodnjih posvetovanjih in način, kako lahko javnost poda pripombe. 

Pripombe lahko poslati preko elektronske pošte na naslov [info@akos.si](mailto:info@akos.si) ali preko spletnega obiska na strani AKOS."
llama-3.1-8b-instant,GOLD2-0350,Novinarska vprašanja,4.49,5.0,3.33,4.94,5.0,5.0,False,,1.508,314,False,javna-posvetovanja-in-razpisi,,[Novinar] Kako AKOS sodeluje v javnih posvetovanjih pri pripravi regulacije in kako lahko javnost poda pripombe?,"AKOS se aktivno udeleži javnih posvetovanj pri pripravi regulacij, da zagotovi, da so njihove zahteve in priporočila vključena v proces. 

Pripravo regulacij lahko sledimo na spletni strani AKOS, kjer so objavljene vse informacije o posvetovanjih in predlogih regulacij. 

Javnost lahko poda pripombe na naslednje načine:

- Prek spletnega obiska: AKOS ima spletno stran, kjer lahko javnost poda pripombe prek elektronske pošte.
- Prek pošte: Javnost lahko pošlje pripombe na naslov [info@akos.si](mailto:info@akos.si).
- Prek telefona: Javnost lahko poda pripombe prek telefona na številko +386 1 300 83 00.
- Na javnih posvetovanjih: Javnost lahko poda pripombe tudi na javnih posvetovanjih, ki se odvijajo v različnih delih Slovenije.

Pomembno je, da so pripombe podane do določenega datuma, ki je naveden v objavi o posvetovanju."
llama-3.1-8b-instant,GOLD2-0203,Novinarska vprašanja,4.98,5.0,5.0,4.9,5.0,5.0,False,,1.937,544,False,javna-posvetovanja-in-razpisi,,Podrobno razloži: [Novinar] Kako AKOS sodeluje v javnih posvetovanjih pri pripravi regulacije in kako lahko javnost poda pripombe? Dodaj korake postopka.,"Kot javni zavod za okolje in prostor, AKOS sodeluje v javnih posvetovanjih pri pripravi regulacij, da zagotovimo, da so odločitve v skladu z interesi države in njene prebivalcev. 

Korake postopka za sodelovanje AKOS-a v javnih posvetovanjih so naslednji:

1. **Organizacija posvetovanja**: AKOS organizira javna posvetovanja, pri katerih se sestanejo predstavniki različnih interesnih skupin, strokovnjaki in javnost, da se razpravlja o predlagani regulaciji.
2. **Predstavitev predloga regulacije**: AKOS predstavi predlog regulacije in objavi javno obvestilo o posvetovanju.
3. **Spremljanje javnih komentarjev**: AKOS spremlja javne komentarje in pripombe, ki jih javnost posreduje prek elektronske pošte, spleta ali po telefonu.
4. **Predstavljanje javnih komentarjev**: AKOS predstavlja javne komentarje in pripombe na posvetovanju in jih vključuje v proces spremljanja regulacije.
5. **Spremljanje in spreminjanje predloga regulacije**: AKOS spremlja javne komentarje in pripombe in spreminja predlog regulacije, da bi se ujelil z javnimi zanimanostmi.
6. **Objava končne verzije regulacije**: AKOS objavi končno verzijo regulacije, ki je bila sprejeta po javnih posvetovanjih.

Javnost lahko poda pripombe prek naslednjih kanali:

- elektronska pošta: [info@akos.si](mailto:info@akos.si)
- spletna stran AKOS-a: akos.si
- telefon: 01 306 04 00

Prosimo, da se javnost prijavlja na posvetovanja in poda pripombe, da lahko AKOS ujelil z javnimi zanimanostmi in zagotovil, da so odločitve v skladu z interesi države in njene prebivalcev."
llama-3.1-8b-instant,GOLD2-1546,Novinarska vprašanja,3.5,3.0,1.67,4.97,5.0,5.0,False,,1.08,103,False,novinarska-vprasanja-in-odgovori,,Na kratko: [Novinar] Kako AKOS obravnava vprašanja glede težav v omrežju in kako obvešča javnost? Odgovori v 2 stavkih.,"Kratko odgovor: 

AKOS obravnava vprašanja glede težav v omrežju preko svoje komunikacijske enote, ki se posvetuje z uporabniki in določi potreben odziv. 

AKOS obvešča javnost o težavah v omrežju preko svojih spletnih strani, socialnih medijev in javnih objav."
llama-3.1-8b-instant,GOLD2-0100,Novinarska vprašanja,4.47,5.0,3.33,4.85,5.0,5.0,False,,1.677,399,False,novinarska-vprasanja-in-odgovori,,[Novinar] Prosim za uradno pojasnilo: [Novinar] Kako AKOS obravnava vprašanja glede težav v omrežju in kako obvešča javnost? Odgovor naj bo dejstven in nevtralen.,"Kot AKOS, se zavzemamo za transparentnost in odgovornost. V primeru težav v omrežju, se obravnavajo v skladu z našimi standardi in postopki. 

Pri težavah v omrežju se obravnavajo v naslednjih korakih:

1. Identifikacija težave: AKOS identificira in oceni težavo, da bi lahko naredila primerno odločitev.
2. Obveščanje uporabnikov: AKOS obvešča uporabnike o težavi in navede korake, ki morajo biti izvedeni za rešitev težave.
3. Reševanje težave: AKOS naredi vse potrebne korake za rešitev težave, vključno z popravili in nadzorom.
4. Obveščanje javnosti: AKOS obvešča javnost o rešitvi težave in navede korake, ki so bili izvedeni za preprečitev podobnih težav v prihodnosti.

AKOS se zavzemamo za odgovornost in transparentnost pri obravnavanju težav v omrežju. Če imate težavo ali vprašanje, prosimo, da se obrnete na našo stran za pomoč ali nas kontaktirajte preko naših uradnih kontaktov.

Za več informacij o naših postopkih in standardih za obravnavanje težav v omrežju, prosimo, da se obrnete na našo stran za pomoč ali nas kontaktirajte preko naših uradnih kontaktov."
llama-3.1-8b-instant,GOLD2-1657,Novinarska vprašanja,3.88,4.5,1.67,5.0,5.0,5.0,False,,1.305,166,False,novinarska-vprasanja-in-odgovori,,[Novinar] Kako AKOS obravnava vprašanja glede težav v omrežju in kako obvešča javnost?,"AKOS ima določeno proceduro za obravnavo vprašanj glede težav v omrežju. Če se pojavi težava, se ta odmah obravnava s strani naših tehniških ekspertov. 

Ko se težava rešuje, se javnost obvešča prek naših uradnih spletnih strani in socialnih medijev. Tukaj lahko najdete tudi informacije o aktualnih težavah in opravljajočih se delih.

Že zdaj lahko preverite našo spletno stran in socialne medije, da bi se seznanili z najnovjšimi informacijami."
llama-3.1-8b-instant,GOLD2-1346,Novinarska vprašanja,4.5,5.0,3.33,4.99,5.0,5.0,False,,1.365,185,False,novinarska-vprasanja-in-odgovori,,Na kratko: [Novinar] Kako AKOS obravnava vprašanja glede težav v omrežju in kako obvešča javnost? Odgovori v 2 stavkih.,"Kot AKOS, lahko vam rečem, da obravnavamo vprašanja glede težav v omrežju preko naslednjih kanali:

- Preko elektronske pošte na naslov [info@akos.si](mailto:info@akos.si) ali preko obveznega obvestila na spletišču AKOS.
- Priporočamo tudi, da se obrnete na našo spletno stran, kjer boste našli informacije o aktualnih težavah in opravilih, ki se izvajajo za njihovo reševanje.

Obveščanje javnosti o težavah v omrežju se izvaja preko naših spletnih strani, socialnih medijev in javnih obvestil."
llama-3.1-8b-instant,GOLD2-1697,Novinarska vprašanja,4.99,5.0,5.0,4.95,5.0,5.0,False,,1.572,277,False,novinarska-vprasanja-in-odgovori,,[Novinar] Kako AKOS obravnava vprašanja glede težav v omrežju in kako obvešča javnost?,"Kot AKOS lahko vam lahko rečem, da imamo sistem za prijavo težav, kjer lahko uporabniki prijavijo vse težave v omrežju. Prijava težav je dostopna na našem spletišču in lahko jo uporabite tudi preko aplikacije AKOS.

Obveščanje javnosti o težavah v omrežju je pomemben del našega dela. Ko se dogodi težava, se takoj obratimo na njej in poskusimo rešiti jo takoj. Obveščamo javnost o težavah preko naših spletišč, socialnih medijev in javnih objav.

Ako imate težavo v omrežju, lahko jo prijavite na našem spletišču ali preko aplikacije AKOS. Lahko tudi kontaktirate našo kundžo za odzivanje na težave, ki je na voljo 24 ur na dan.

Za več informacij lahko preverite našo spletno stran ali se obrnete na našo kundžo za odzivanje na težave."
llama-3.1-8b-instant,GOLD2-1817,Novinarska vprašanja,3.87,4.5,1.67,4.98,5.0,5.0,False,,1.195,130,False,novinarska-vprasanja-in-odgovori,,[Novinar] Kako AKOS obravnava vprašanja glede težav v omrežju in kako obvešča javnost?,"Kot javni organ AKOS ima obveznost, da odgovori na vse vprašanja in zahteve javnosti. V primeru težav v omrežju lahko javnost kontaktira AKOS preko elektronske pošte na naslov [info@akos.si](mailto:info@akos.si) ali preko telefona na številko 080 13 13. AKOS tudi objavlja informacije o težavah in opravljajo dela v svoji spletni strani in na socialnih medijih."
llama-3.1-8b-instant,GOLD2-0801,Novinarska vprašanja,4.5,5.0,3.33,4.99,5.0,5.0,False,,1.256,177,False,javna-posvetovanja-in-razpisi,,[Novinar] Kako AKOS sodeluje v javnih posvetovanjih pri pripravi regulacije in kako lahko javnost poda pripombe?,"AKOS se aktivno udeleži javnih posvetovanj pri pripravi regulacije, da se zagotovi, da so njene potrebe in zanimanja vključena v proces. 

Pripravo regulacije lahko sledimo na spletni strani AKOS, kjer so objavljene vse informacije o posvetovanjih in predlogih regulacij. 

Javnost lahko poda pripombe preko elektronske pošte na naslov [info@akos.si](mailto:info@akos.si) ali preko spletnega obiska strani AKOS. Pripombe morajo biti podane v pisni obliki in v skladu z določili Zakona o javnosti."
llama-3.1-8b-instant,GOLD2-0881,Novinarska vprašanja,4.47,5.0,3.33,4.88,5.0,5.0,False,,1.48,299,False,javna-posvetovanja-in-razpisi,,[Novinar] Kako AKOS sodeluje v javnih posvetovanjih pri pripravi regulacije in kako lahko javnost poda pripombe?,"AKOS se aktivno udeleži javnih posvetovanj pri pripravi regulacije. Sodeluje pri različnih komisijah in svetih, kjer se razpravlja o novih zakonih in regulativah, ki vplivajo na kmetijstvo in okolje.

Javnost lahko poda pripombe na naslednje načine:

1. Prek spleta: AKOS ima spletno stran, kjer lahko javnost prebere in poda pripombe na različne predloge regulacij.
2. Prek elektronske pošte: Javnost lahko pošlje pripombe na elektronski naslov [info@akos.si](mailto:info@akos.si).
3. Prek pošte: Javnost lahko pošlje pripombe na naslov AKOS, Kranj, Slovenija.
4. Prek javnih posvetovanj: Javnost lahko poda pripombe tudi v času javnih posvetovanj, kjer se razpravlja o novih zakonih in regulativah.

Pomembno je, da se pripombe podajo do določenega datuma, ki je naveden v objavi o posvetovanju."
llama-3.1-8b-instant,GOLD2-0260,Novinarska vprašanja,3.98,5.0,1.67,4.88,5.0,5.0,False,,1.741,409,False,novinarska-vprasanja-in-odgovori,,[Novinar] Prosim za uradno pojasnilo: [Novinar] Kako AKOS obravnava vprašanja glede težav v omrežju in kako obvešča javnost? Odgovor naj bo dejstven in nevtralen.,"Kot AKOS, se zavzemamo za transparentnost in odgovornost. V primeru težav v omrežju, se obravnavajo v skladu s našimi standardi in postopki. 

Pri težavah v omrežju, se obravnavajo v naslednjih korakih:

1. Identifikacija težave: AKOS identificira in oceni težavo, da bi lahko naredila primerno odločitev.
2. Obveščanje uporabnikov: AKOS obvešča uporabnike o težavi in navede korake, ki jih morajo izvesti, da bi lahko težavo preprečili ali izognili.
3. Raziskava: AKOS izvede raziskavo, da bi razumela vzroke težave in izdelala primerno rešitev.
4. Rešitev: AKOS izvede korake, da bi težavo rešila in preprečila, da bi se težava ponovila.

Ko se težave obravnavajo, AKOS tudi obvešča javnost o stanju omrežja in korakih, ki jih morajo izvesti uporabniki, da bi lahko težavo preprečili ali izognili. To se lahko zgodi prek naših spletnih strani, socialnih medijev ali javnih obvestil.

Za dodatne informacije o stanju omrežja in korakih, ki jih morajo izvesti uporabniki, se lahko obrnete na našo spletno stran [www.akos.si](http://www.akos.si) ali se javite na naš telefon za javnost 080 1200."
